,GTR,PR1,PR2,PR3,x,y
2470,1.19152,0.00058,0.00259,0.00965,14.137367130008176,1.2043399999999997
2471,1.18933,0.00058,0.00258,0.00963,14.143090760425183,1.2021199999999999
2472,1.18715,0.00058,0.00258,0.00962,14.14881439084219,1.1999300000000002
2473,1.18497,0.00058,0.00258,0.0096,14.154538021259198,1.19773
2474,1.1828,0.00057,0.00257,0.00959,14.160261651676205,1.1955300000000002
2475,1.18063,0.00057,0.00257,0.00958,14.165985282093212,1.1933499999999997
2476,1.17846,0.00057,0.00257,0.00956,14.171708912510221,1.19116
2477,1.1763,0.00057,0.00256,0.00955,14.177432542927228,1.1889800000000004
2478,1.17414,0.00057,0.00256,0.00953,14.183156173344235,1.1868000000000003
2479,1.17199,0.00057,0.00256,0.00952,14.188879803761242,1.18464
2480,1.16984,0.00057,0.00255,0.0095,14.19460343417825,1.1824599999999998
2481,1.1677,0.00057,0.00255,0.00949,14.200327064595257,1.18031
2482,1.16556,0.00057,0.00255,0.00948,14.206050695012264,1.17816
2483,1.16342,0.00057,0.00254,0.00946,14.211774325429271,1.17599
2484,1.16129,0.00057,0.00254,0.00945,14.217497955846278,1.1738499999999998
2485,1.15916,0.00057,0.00254,0.00943,14.223221586263286,1.1717000000000002
2486,1.15703,0.00057,0.00253,0.00942,14.228945216680295,1.16955
2487,1.15491,0.00057,0.00253,0.00941,14.234668847097302,1.1674200000000001
2488,1.15279,0.00057,0.00253,0.00939,14.240392477514309,1.16528
2489,1.15068,0.00057,0.00252,0.00938,14.246116107931316,1.16315
2490,1.14857,0.00056,0.00252,0.00936,14.251839738348323,1.1610099999999999
2491,1.14647,0.00056,0.00252,0.00935,14.25756336876533,1.1589
2492,1.14436,0.00056,0.00251,0.00934,14.263286999182338,1.1567699999999999
2493,1.14227,0.00056,0.00251,0.00932,14.269010629599345,1.1546599999999998
2494,1.14017,0.00056,0.00251,0.00931,14.274734260016352,1.1525499999999997
2495,1.13809,0.00056,0.0025,0.00929,14.28045789043336,1.1504400000000001
2496,1.136,0.00056,0.0025,0.00928,14.286181520850368,1.14834
2497,1.13392,0.00056,0.0025,0.00927,14.291905151267375,1.1462500000000002
2498,1.13184,0.00056,0.0025,0.00925,14.297628781684383,1.14415
2499,1.12977,0.00056,0.00249,0.00924,14.30335241210139,1.14206
2500,1.1277,0.00056,0.00249,0.00923,14.309076042518397,1.1399800000000002
2501,1.12563,0.00056,0.00249,0.00921,14.314799672935404,1.1378899999999996
2502,1.12357,0.00056,0.00248,0.0092,14.320523303352411,1.13581
2503,1.12152,0.00056,0.00248,0.00919,14.326246933769418,1.13375
2504,1.11946,0.00056,0.00248,0.00917,14.331970564186426,1.1316699999999997
2505,1.11741,0.00056,0.00247,0.00916,14.337694194603433,1.1296000000000004
2506,1.11537,0.00055,0.00247,0.00915,14.343417825020442,1.1275400000000002
2507,1.11333,0.00055,0.00247,0.00913,14.349141455437449,1.12548
2508,1.11129,0.00055,0.00246,0.00912,14.354865085854456,1.12342
2509,1.10926,0.00055,0.00246,0.00911,14.360588716271463,1.1213799999999998
2510,1.10723,0.00055,0.00246,0.00909,14.36631234668847,1.1193300000000002
2511,1.1052,0.00055,0.00245,0.00908,14.372035977105478,1.11728
2512,1.10318,0.00055,0.00245,0.00907,14.377759607522485,1.11525
2513,1.10116,0.00055,0.00245,0.00905,14.383483237939492,1.11321
2514,1.09915,0.00055,0.00244,0.00904,14.3892068683565,1.11118
2515,1.09714,0.00055,0.00244,0.00903,14.394930498773506,1.1091600000000001
2516,1.09513,0.00055,0.00244,0.00901,14.400654129190514,1.10713
2517,1.09313,0.00055,0.00243,0.009,14.406377759607523,1.1051099999999998
2518,1.09113,0.00055,0.00243,0.00899,14.41210139002453,1.1030999999999995
2519,1.08914,0.00055,0.00243,0.00897,14.417825020441537,1.10109
2520,1.08715,0.00055,0.00243,0.00896,14.423548650858544,1.09909
2521,1.08516,0.00055,0.00242,0.00895,14.429272281275551,1.0970799999999998
2522,1.08318,0.00054,0.00242,0.00893,14.434995911692559,1.0950700000000002
2523,1.0812,0.00054,0.00242,0.00892,14.440719542109566,1.09308
2524,1.07923,0.00054,0.00241,0.00891,14.446443172526573,1.09109
2525,1.07726,0.00054,0.00241,0.0089,14.45216680294358,1.0891100000000002
2526,1.07529,0.00054,0.00241,0.00888,14.457890433360587,1.08712
2527,1.07333,0.00054,0.0024,0.00887,14.463614063777596,1.0851399999999995
2528,1.07137,0.00054,0.0024,0.00886,14.469337694194603,1.0831699999999997
2529,1.06942,0.00054,0.0024,0.00884,14.47506132461161,1.0812000000000004
2530,1.06746,0.00054,0.00239,0.00883,14.480784955028618,1.07922
2531,1.06552,0.00054,0.00239,0.00882,14.486508585445625,1.07727
2532,1.06357,0.00054,0.00239,0.00881,14.492232215862632,1.07531
2533,1.06164,0.00054,0.00239,0.00879,14.49795584627964,1.0733599999999996
2534,1.0597,0.00054,0.00238,0.00878,14.503679476696647,1.0714000000000001
2535,1.05777,0.00054,0.00238,0.00877,14.509403107113654,1.0694599999999999
2536,1.05584,0.00054,0.00238,0.00876,14.515126737530661,1.0675199999999998
2537,1.05392,0.00054,0.00237,0.00874,14.52085036794767,1.06557
2538,1.052,0.00054,0.00237,0.00873,14.526573998364677,1.06364
2539,1.05008,0.00053,0.00237,0.00872,14.532297628781684,1.0616999999999999
2540,1.04817,0.00053,0.00236,0.00871,14.538021259198691,1.0597699999999999
2541,1.04626,0.00053,0.00236,0.00869,14.543744889615699,1.05784
2542,1.04436,0.00053,0.00236,0.00868,14.549468520032706,1.05593
2543,1.04246,0.00053,0.00236,0.00867,14.555192150449713,1.05402
2544,1.04056,0.00053,0.00235,0.00866,14.56091578086672,1.0521
2545,1.03867,0.00053,0.00235,0.00864,14.566639411283727,1.0501899999999997
2546,1.03678,0.00053,0.00235,0.00863,14.572363041700735,1.0482900000000002
2547,1.03489,0.00053,0.00234,0.00862,14.578086672117742,1.04638
2548,1.03301,0.00053,0.00234,0.00861,14.58381030253475,1.0444900000000001
2549,1.03113,0.00053,0.00234,0.00859,14.589533932951758,1.0425900000000001
2550,1.02926,0.00053,0.00233,0.00858,14.595257563368765,1.0407000000000002
2551,1.02739,0.00053,0.00233,0.00857,14.600981193785772,1.0388199999999999
2552,1.02552,0.00053,0.00233,0.00856,14.60670482420278,1.03694
2553,1.02366,0.00053,0.00233,0.00855,14.612428454619787,1.0350700000000002
2554,1.0218,0.00053,0.00232,0.00853,14.618152085036794,1.03318
2555,1.01995,0.00053,0.00232,0.00852,14.623875715453801,1.03132
2556,1.0181,0.00053,0.00232,0.00851,14.629599345870808,1.0294599999999998
2557,1.01625,0.00052,0.00231,0.0085,14.635322976287815,1.0275800000000002
2558,1.01441,0.00052,0.00231,0.00849,14.641046606704824,1.0257299999999998
2559,1.01257,0.00052,0.00231,0.00847,14.646770237121832,1.02387
2560,1.01073,0.00052,0.00231,0.00846,14.652493867538839,1.02202
2561,1.0089,0.00052,0.0023,0.00845,14.658217497955846,1.0201699999999998
2562,1.00707,0.00052,0.0023,0.00844,14.663941128372853,1.0183299999999997
2563,1.00525,0.00052,0.0023,0.00843,14.66966475878986,1.0164999999999997
2564,1.00343,0.00052,0.00229,0.00841,14.675388389206868,1.0146499999999998
2565,1.00161,0.00052,0.00229,0.0084,14.681112019623875,1.01282
2566,0.9998,0.00052,0.00229,0.00839,14.686835650040882,1.0110000000000001
2567,0.99799,0.00052,0.00229,0.00838,14.692559280457889,1.0091800000000002
2568,0.99618,0.00052,0.00228,0.00837,14.698282910874898,1.0073500000000002
2569,0.99438,0.00052,0.00228,0.00835,14.704006541291905,1.0055300000000003
2570,0.99258,0.00052,0.00228,0.00834,14.709730171708912,1.00372
2571,0.99079,0.00052,0.00227,0.00833,14.71545380212592,1.00191
2572,0.989,0.00052,0.00227,0.00832,14.721177432542927,1.0001099999999998
2573,0.98721,0.00052,0.00227,0.00831,14.726901062959934,0.99831
2574,0.98542,0.00052,0.00227,0.0083,14.732624693376941,0.99651
2575,0.98364,0.00051,0.00226,0.00828,14.738348323793948,0.99469
2576,0.98187,0.00051,0.00226,0.00827,14.744071954210956,0.9929099999999997
2577,0.9801,0.00051,0.00226,0.00826,14.749795584627963,0.9911299999999998
2578,0.97833,0.00051,0.00225,0.00825,14.75551921504497,0.9893399999999999
2579,0.97656,0.00051,0.00225,0.00824,14.761242845461979,0.98756
2580,0.9748,0.00051,0.00225,0.00823,14.766966475878986,0.98579
2581,0.97304,0.00051,0.00225,0.00822,14.772690106295993,0.9840199999999999
2582,0.97129,0.00051,0.00224,0.0082,14.778413736713,0.9822399999999999
2583,0.96954,0.00051,0.00224,0.00819,14.784137367130008,0.98048
2584,0.96779,0.00051,0.00224,0.00818,14.789860997547015,0.9787199999999998
2585,0.96605,0.00051,0.00224,0.00817,14.795584627964022,0.97697
2586,0.96431,0.00051,0.00223,0.00816,14.80130825838103,0.9752099999999999
2587,0.96257,0.00051,0.00223,0.00815,14.807031888798036,0.9734599999999999
2588,0.96084,0.00051,0.00223,0.00814,14.812755519215044,0.97172
2589,0.95911,0.00051,0.00222,0.00812,14.818479149632052,0.9699600000000002
2590,0.95739,0.00051,0.00222,0.00811,14.82420278004906,0.9682299999999999
2591,0.95567,0.00051,0.00222,0.0081,14.829926410466067,0.9664999999999999
2592,0.95395,0.00051,0.00222,0.00809,14.835650040883074,0.9647699999999998
2593,0.95223,0.00051,0.00221,0.00808,14.841373671300081,0.9630299999999999
2594,0.95052,0.0005,0.00221,0.00807,14.847097301717088,0.9612999999999999
2595,0.94882,0.0005,0.00221,0.00806,14.852820932134096,0.9595899999999998
2596,0.94711,0.0005,0.00221,0.00805,14.858544562551103,0.9578699999999999
2597,0.94541,0.0005,0.0022,0.00804,14.86426819296811,0.9561499999999999
2598,0.94372,0.0005,0.0022,0.00802,14.869991823385117,0.9544400000000001
2599,0.94203,0.0005,0.0022,0.00801,14.875715453802126,0.95274
2600,0.94034,0.0005,0.00219,0.008,14.881439084219133,0.9510299999999997
2601,0.93865,0.0005,0.00219,0.00799,14.88716271463614,0.9493299999999998
2602,0.93697,0.0005,0.00219,0.00798,14.892886345053148,0.9476399999999999
2603,0.93529,0.0005,0.00219,0.00797,14.898609975470155,0.9459500000000002
2604,0.93362,0.0005,0.00218,0.00796,14.904333605887162,0.94426
2605,0.93194,0.0005,0.00218,0.00795,14.91005723630417,0.9425699999999998
2606,0.93028,0.0005,0.00218,0.00794,14.915780866721176,0.9409
2607,0.92861,0.0005,0.00218,0.00793,14.921504497138184,0.9392199999999998
2608,0.92695,0.0005,0.00217,0.00792,14.92722812755519,0.9375400000000002
2609,0.92529,0.0005,0.00217,0.0079,14.9329517579722,0.9358599999999998
2610,0.92364,0.0005,0.00217,0.00789,14.938675388389207,0.9341999999999999
2611,0.92199,0.0005,0.00217,0.00788,14.944399018806214,0.93254
2612,0.92034,0.0005,0.00216,0.00787,14.950122649223221,0.93087
2613,0.9187,0.00049,0.00216,0.00786,14.955846279640229,0.92921
2614,0.91706,0.00049,0.00216,0.00785,14.961569910057236,0.92756
2615,0.91542,0.00049,0.00216,0.00784,14.967293540474243,0.92591
2616,0.91379,0.00049,0.00215,0.00783,14.97301717089125,0.92426
2617,0.91216,0.00049,0.00215,0.00782,14.978740801308257,0.9226200000000001
2618,0.91053,0.00049,0.00215,0.00781,14.984464431725264,0.9209799999999998
2619,0.90891,0.00049,0.00214,0.0078,14.990188062142272,0.91934
2620,0.90729,0.00049,0.00214,0.00779,14.99591169255928,0.91771
2621,0.90568,0.00049,0.00214,0.00778,15.001635322976288,0.9160899999999998
2622,0.90407,0.00049,0.00214,0.00777,15.007358953393295,0.9144699999999999
2623,0.90246,0.00049,0.00213,0.00776,15.013082583810302,0.9128399999999999
2624,0.90085,0.00049,0.00213,0.00774,15.01880621422731,0.9112100000000001
2625,0.89925,0.00049,0.00213,0.00773,15.024529844644317,0.9096
2626,0.89765,0.00049,0.00213,0.00772,15.030253475061324,0.9079899999999999
2627,0.89606,0.00049,0.00212,0.00771,15.03597710547833,0.90638
2628,0.89446,0.00049,0.00212,0.0077,15.041700735895338,0.9047699999999999
2629,0.89288,0.00049,0.00212,0.00769,15.047424366312345,0.9031800000000001
2630,0.89129,0.00049,0.00212,0.00768,15.053147996729354,0.90158
2631,0.88971,0.00049,0.00211,0.00767,15.058871627146361,0.89998
2632,0.88813,0.00048,0.00211,0.00766,15.064595257563369,0.89838
2633,0.88656,0.00048,0.00211,0.00765,15.070318887980376,0.8967999999999999
2634,0.88498,0.00048,0.00211,0.00764,15.076042518397383,0.8952099999999998
2635,0.88342,0.00048,0.0021,0.00763,15.08176614881439,0.8936299999999999
2636,0.88185,0.00048,0.0021,0.00762,15.087489779231397,0.8920500000000002
2637,0.88029,0.00048,0.0021,0.00761,15.093213409648405,0.8904799999999999
2638,0.87873,0.00048,0.0021,0.0076,15.098937040065412,0.8889099999999999
2639,0.87718,0.00048,0.00209,0.00759,15.104660670482419,0.88734
2640,0.87563,0.00048,0.00209,0.00758,15.110384300899428,0.8857799999999998
2641,0.87408,0.00048,0.00209,0.00757,15.116107931316435,0.8842199999999998
2642,0.87253,0.00048,0.00209,0.00756,15.121831561733442,0.88266
2643,0.87099,0.00048,0.00208,0.00755,15.12755519215045,0.8811
2644,0.86945,0.00048,0.00208,0.00754,15.133278822567457,0.87955
2645,0.86792,0.00048,0.00208,0.00753,15.139002452984464,0.87801
2646,0.86639,0.00048,0.00208,0.00752,15.144726083401471,0.8764700000000001
2647,0.86486,0.00048,0.00207,0.00751,15.150449713818478,0.8749199999999999
2648,0.86333,0.00048,0.00207,0.0075,15.156173344235485,0.8733799999999999
2649,0.86181,0.00048,0.00207,0.00749,15.161896974652493,0.8718500000000001
2650,0.86029,0.00048,0.00207,0.00748,15.1676206050695,0.87032
2651,0.85878,0.00048,0.00206,0.00747,15.173344235486509,0.86879
2652,0.85727,0.00048,0.00206,0.00746,15.179067865903516,0.8672699999999998
2653,0.85576,0.00047,0.00206,0.00745,15.184791496320523,0.8657400000000001
2654,0.85425,0.00047,0.00206,0.00744,15.19051512673753,0.8642200000000001
2655,0.85275,0.00047,0.00205,0.00743,15.196238757154537,0.8627
2656,0.85125,0.00047,0.00205,0.00742,15.201962387571545,0.86119
2657,0.84975,0.00047,0.00205,0.00741,15.207686017988552,0.85968
2658,0.84826,0.00047,0.00205,0.0074,15.213409648405559,0.8581799999999999
2659,0.84677,0.00047,0.00205,0.00739,15.219133278822566,0.8566800000000001
2660,0.84529,0.00047,0.00204,0.00738,15.224856909239573,0.8551800000000002
2661,0.8438,0.00047,0.00204,0.00737,15.230580539656582,0.85368
2662,0.84232,0.00047,0.00204,0.00736,15.23630417007359,0.85219
2663,0.84085,0.00047,0.00204,0.00735,15.242027800490597,0.85071
2664,0.83937,0.00047,0.00203,0.00734,15.247751430907604,0.84921
2665,0.8379,0.00047,0.00203,0.00733,15.253475061324611,0.8477299999999999
2666,0.83644,0.00047,0.00203,0.00732,15.259198691741618,0.84626
2667,0.83497,0.00047,0.00203,0.00731,15.264922322158625,0.84478
2668,0.83351,0.00047,0.00202,0.0073,15.270645952575633,0.8433000000000002
2669,0.83205,0.00047,0.00202,0.00729,15.27636958299264,0.8418300000000001
2670,0.8306,0.00047,0.00202,0.00728,15.282093213409647,0.8403700000000003
2671,0.82915,0.00047,0.00202,0.00728,15.287816843826656,0.8389200000000001
2672,0.8277,0.00047,0.00201,0.00727,15.293540474243663,0.83745
2673,0.82625,0.00047,0.00201,0.00726,15.29926410466067,0.83599
2674,0.82481,0.00046,0.00201,0.00725,15.304987735077678,0.8345300000000001
2675,0.82337,0.00046,0.00201,0.00724,15.310711365494685,0.83308
2676,0.82194,0.00046,0.002,0.00723,15.316434995911692,0.83163
2677,0.8205,0.00046,0.002,0.00722,15.322158626328699,0.8301799999999998
2678,0.81907,0.00046,0.002,0.00721,15.327882256745706,0.8287399999999999
2679,0.81765,0.00046,0.002,0.0072,15.333605887162713,0.8273099999999999
2680,0.81622,0.00046,0.002,0.00719,15.33932951757972,0.8258699999999999
2681,0.8148,0.00046,0.00199,0.00718,15.34505314799673,0.8244299999999999
2682,0.81339,0.00046,0.00199,0.00717,15.350776778413737,0.8230099999999998
2683,0.81197,0.00046,0.00199,0.00716,15.356500408830744,0.8215799999999999
2684,0.81056,0.00046,0.00199,0.00715,15.362224039247751,0.8201599999999997
2685,0.80915,0.00046,0.00198,0.00714,15.367947669664758,0.81873
2686,0.80775,0.00046,0.00198,0.00713,15.373671300081766,0.8173199999999998
2687,0.80634,0.00046,0.00198,0.00712,15.379394930498773,0.8159000000000001
2688,0.80495,0.00046,0.00198,0.00712,15.38511856091578,0.81451
2689,0.80355,0.00046,0.00197,0.00711,15.390842191332787,0.8130900000000001
2690,0.80216,0.00046,0.00197,0.0071,15.396565821749794,0.8116899999999999
2691,0.80077,0.00046,0.00197,0.00709,15.402289452166801,0.81029
2692,0.79938,0.00046,0.00197,0.00708,15.40801308258381,0.8088900000000001
2693,0.798,0.00046,0.00197,0.00707,15.413736713000818,0.8075
2694,0.79661,0.00046,0.00196,0.00706,15.419460343417825,0.80609
2695,0.79524,0.00045,0.00196,0.00705,15.425183973834832,0.8046999999999997
2696,0.79386,0.00045,0.00196,0.00704,15.43090760425184,0.8033100000000002
2697,0.79249,0.00045,0.00196,0.00703,15.436631234668846,0.8019299999999999
2698,0.79112,0.00045,0.00195,0.00702,15.442354865085854,0.8005399999999999
2699,0.78975,0.00045,0.00195,0.00702,15.44807849550286,0.7991699999999999
2700,0.78839,0.00045,0.00195,0.00701,15.453802125919868,0.7978000000000001
2701,0.78703,0.00045,0.00195,0.007,15.459525756336875,0.79643
2702,0.78567,0.00045,0.00195,0.00699,15.465249386753884,0.79506
2703,0.78432,0.00045,0.00194,0.00698,15.470973017170891,0.7936900000000002
2704,0.78297,0.00045,0.00194,0.00697,15.476696647587898,0.79233
2705,0.78162,0.00045,0.00194,0.00696,15.482420278004906,0.79097
2706,0.78027,0.00045,0.00194,0.00695,15.488143908421913,0.7896099999999997
2707,0.77893,0.00045,0.00193,0.00694,15.49386753883892,0.7882500000000001
2708,0.77759,0.00045,0.00193,0.00693,15.499591169255927,0.7868999999999998
2709,0.77625,0.00045,0.00193,0.00693,15.505314799672934,0.7855599999999998
2710,0.77492,0.00045,0.00193,0.00692,15.511038430089942,0.78422
2711,0.77359,0.00045,0.00193,0.00691,15.516762060506949,0.7828800000000002
2712,0.77226,0.00045,0.00192,0.0069,15.522485690923958,0.7815299999999998
2713,0.77093,0.00045,0.00192,0.00689,15.528209321340965,0.7801899999999999
2714,0.76961,0.00045,0.00192,0.00688,15.533932951757972,0.7788600000000001
2715,0.76829,0.00045,0.00192,0.00687,15.53965658217498,0.77753
2716,0.76697,0.00045,0.00191,0.00686,15.545380212591986,0.7761900000000002
2717,0.76566,0.00045,0.00191,0.00686,15.551103843008994,0.77488
2718,0.76435,0.00044,0.00191,0.00685,15.556827473426,0.7735499999999998
2719,0.76304,0.00044,0.00191,0.00684,15.562551103843008,0.7722300000000002
2720,0.76174,0.00044,0.00191,0.00683,15.568274734260015,0.7709199999999998
2721,0.76043,0.00044,0.0019,0.00682,15.573998364677022,0.7695900000000002
2722,0.75913,0.00044,0.0019,0.00681,15.57972199509403,0.7682799999999999
2723,0.75784,0.00044,0.0019,0.0068,15.585445625511039,0.76698
2724,0.75654,0.00044,0.0019,0.00679,15.591169255928046,0.7656700000000001
2725,0.75525,0.00044,0.0019,0.00679,15.596892886345053,0.7643799999999998
2726,0.75396,0.00044,0.00189,0.00678,15.60261651676206,0.7630699999999999
2727,0.75268,0.00044,0.00189,0.00677,15.608340147179067,0.76178
2728,0.75139,0.00044,0.00189,0.00676,15.614063777596074,0.76048
2729,0.75011,0.00044,0.00189,0.00675,15.619787408013082,0.75919
2730,0.74884,0.00044,0.00188,0.00674,15.625511038430089,0.7578999999999999
2731,0.74756,0.00044,0.00188,0.00673,15.631234668847096,0.7566100000000001
2732,0.74629,0.00044,0.00188,0.00673,15.636958299264103,0.7553399999999999
2733,0.74502,0.00044,0.00188,0.00672,15.642681929681112,0.75406
2734,0.74375,0.00044,0.00188,0.00671,15.64840556009812,0.7527799999999999
2735,0.74249,0.00044,0.00187,0.0067,15.654129190515127,0.7514999999999998
2736,0.74123,0.00044,0.00187,0.00669,15.659852820932134,0.75023
2737,0.73997,0.00044,0.00187,0.00668,15.665576451349141,0.7489600000000001
2738,0.73871,0.00044,0.00187,0.00668,15.671300081766148,0.7477
2739,0.73746,0.00044,0.00187,0.00667,15.677023712183155,0.74644
2740,0.73621,0.00044,0.00186,0.00666,15.682747342600162,0.7451699999999999
2741,0.73496,0.00043,0.00186,0.00665,15.68847097301717,0.7439
2742,0.73372,0.00043,0.00186,0.00664,15.694194603434177,0.74265
2743,0.73248,0.00043,0.00186,0.00663,15.699918233851186,0.7414000000000001
2744,0.73124,0.00043,0.00186,0.00663,15.705641864268193,0.7401600000000002
2745,0.73,0.00043,0.00185,0.00662,15.7113654946852,0.7388999999999999
2746,0.72877,0.00043,0.00185,0.00661,15.717089125102207,0.7376600000000001
2747,0.72754,0.00043,0.00185,0.0066,15.722812755519215,0.73642
2748,0.72631,0.00043,0.00185,0.00659,15.728536385936222,0.7351800000000001
2749,0.72508,0.00043,0.00184,0.00658,15.734260016353229,0.7339299999999997
2750,0.72386,0.00043,0.00184,0.00658,15.739983646770236,0.7327099999999999
2751,0.72264,0.00043,0.00184,0.00657,15.745707277187243,0.73148
2752,0.72142,0.00043,0.00184,0.00656,15.75143090760425,0.7302500000000002
2753,0.7202,0.00043,0.00184,0.00655,15.75715453802126,0.7290200000000001
2754,0.71899,0.00043,0.00183,0.00654,15.762878168438267,0.7277899999999997
2755,0.71778,0.00043,0.00183,0.00654,15.768601798855274,0.7265799999999999
2756,0.71657,0.00043,0.00183,0.00653,15.774325429272281,0.7253600000000001
2757,0.71537,0.00043,0.00183,0.00652,15.780049059689288,0.72415
2758,0.71417,0.00043,0.00183,0.00651,15.785772690106295,0.7229400000000001
2759,0.71297,0.00043,0.00182,0.0065,15.791496320523303,0.72172
2760,0.71177,0.00043,0.00182,0.00649,15.79721995094031,0.7205100000000003
2761,0.71057,0.00043,0.00182,0.00649,15.802943581357317,0.71931
2762,0.70938,0.00043,0.00182,0.00648,15.808667211774324,0.7181099999999999
2763,0.70819,0.00043,0.00182,0.00647,15.814390842191331,0.71691
2764,0.70701,0.00043,0.00181,0.00646,15.82011447260834,0.7157100000000001
2765,0.70582,0.00042,0.00181,0.00645,15.825838103025347,0.7145
2766,0.70464,0.00042,0.00181,0.00645,15.831561733442355,0.7133200000000001
2767,0.70346,0.00042,0.00181,0.00644,15.837285363859362,0.71213
2768,0.70228,0.00042,0.00181,0.00643,15.843008994276369,0.71094
2769,0.70111,0.00042,0.0018,0.00642,15.848732624693376,0.70975
2770,0.69994,0.00042,0.0018,0.00641,15.854456255110383,0.70857
2771,0.69877,0.00042,0.0018,0.00641,15.86017988552739,0.7073999999999999
2772,0.6976,0.00042,0.0018,0.0064,15.865903515944398,0.7062200000000002
2773,0.69644,0.00042,0.0018,0.00639,15.871627146361405,0.7050499999999998
2774,0.69528,0.00042,0.00179,0.00638,15.877350776778414,0.70387
2775,0.69412,0.00042,0.00179,0.00638,15.883074407195421,0.7027100000000001
2776,0.69296,0.00042,0.00179,0.00637,15.888798037612428,0.7015399999999999
2777,0.69181,0.00042,0.00179,0.00636,15.894521668029435,0.7003800000000001
2778,0.69066,0.00042,0.00179,0.00635,15.900245298446443,0.6992200000000003
2779,0.68951,0.00042,0.00178,0.00634,15.90596892886345,0.69805
2780,0.68836,0.00042,0.00178,0.00634,15.911692559280457,0.6969
2781,0.68722,0.00042,0.00178,0.00633,15.917416189697464,0.69575
2782,0.68607,0.00042,0.00178,0.00632,15.923139820114471,0.69459
2783,0.68494,0.00042,0.00178,0.00631,15.928863450531479,0.69345
2784,0.6838,0.00042,0.00177,0.00631,15.934587080948488,0.6923000000000001
2785,0.68266,0.00042,0.00177,0.0063,15.940310711365495,0.6911500000000002
2786,0.68153,0.00042,0.00177,0.00629,15.946034341782502,0.6900099999999999
2787,0.6804,0.00042,0.00177,0.00628,15.951757972199509,0.6888700000000001
2788,0.67928,0.00042,0.00177,0.00627,15.957481602616516,0.6877400000000001
2789,0.67815,0.00042,0.00177,0.00627,15.963205233033523,0.6866100000000002
2790,0.67703,0.00041,0.00176,0.00626,15.96892886345053,0.68546
2791,0.67591,0.00041,0.00176,0.00625,15.974652493867538,0.6843300000000001
2792,0.67479,0.00041,0.00176,0.00624,15.980376124284545,0.6832
2793,0.67368,0.00041,0.00176,0.00624,15.986099754701552,0.6820899999999999
2794,0.67257,0.00041,0.00176,0.00623,15.99182338511856,0.6809699999999999
2795,0.67146,0.00041,0.00175,0.00622,15.997547015535568,0.67984
2796,0.67035,0.00041,0.00175,0.00621,16.003270645952576,0.67872
2797,0.66924,0.00041,0.00175,0.00621,16.00899427636958,0.67761
2798,0.66814,0.00041,0.00175,0.0062,16.01471790678659,0.6764999999999999
2799,0.66704,0.00041,0.00175,0.00619,16.020441537203595,0.6753899999999999
2800,0.66594,0.00041,0.00174,0.00618,16.026165167620604,0.6742699999999999
2801,0.66484,0.00041,0.00174,0.00618,16.031888798037613,0.67317
2802,0.66375,0.00041,0.00174,0.00617,16.03761242845462,0.67207
2803,0.66266,0.00041,0.00174,0.00616,16.043336058871628,0.6709700000000001
2804,0.66157,0.00041,0.00174,0.00615,16.049059689288633,0.6698699999999999
2805,0.66049,0.00041,0.00173,0.00615,16.054783319705642,0.6687799999999999
2806,0.6594,0.00041,0.00173,0.00614,16.060506950122647,0.6676799999999999
2807,0.65832,0.00041,0.00173,0.00613,16.066230580539656,0.6665899999999999
2808,0.65724,0.00041,0.00173,0.00612,16.07195421095666,0.6655000000000002
2809,0.65616,0.00041,0.00173,0.00612,16.07767784137367,0.66442
2810,0.65509,0.00041,0.00173,0.00611,16.08340147179068,0.6633399999999998
2811,0.65402,0.00041,0.00172,0.0061,16.089125102207685,0.6622499999999999
2812,0.65295,0.00041,0.00172,0.0061,16.094848732624694,0.66118
2813,0.65188,0.00041,0.00172,0.00609,16.1005723630417,0.6600999999999999
2814,0.65081,0.00041,0.00172,0.00608,16.10629599345871,0.6590199999999997
2815,0.64975,0.00041,0.00172,0.00607,16.112019623875714,0.65795
2816,0.64869,0.0004,0.00171,0.00607,16.117743254292723,0.6568699999999998
2817,0.64763,0.0004,0.00171,0.00606,16.123466884709728,0.6557999999999999
2818,0.64657,0.0004,0.00171,0.00605,16.129190515126737,0.65473
2819,0.64552,0.0004,0.00171,0.00604,16.134914145543743,0.6536699999999999
2820,0.64447,0.0004,0.00171,0.00604,16.14063777596075,0.65262
2821,0.64342,0.0004,0.0017,0.00603,16.14636140637776,0.6515499999999999
2822,0.64237,0.0004,0.0017,0.00602,16.152085036794766,0.65049
2823,0.64132,0.0004,0.0017,0.00602,16.157808667211775,0.64944
2824,0.64028,0.0004,0.0017,0.00601,16.16353229762878,0.6483899999999998
2825,0.63924,0.0004,0.0017,0.006,16.16925592804579,0.6473399999999998
2826,0.6382,0.0004,0.0017,0.00599,16.174979558462795,0.64629
2827,0.63716,0.0004,0.00169,0.00599,16.180703188879804,0.64524
2828,0.63613,0.0004,0.00169,0.00598,16.18642681929681,0.6442
2829,0.6351,0.0004,0.00169,0.00597,16.192150449713818,0.64316
2830,0.63407,0.0004,0.00169,0.00597,16.197874080130823,0.6421300000000002
2831,0.63304,0.0004,0.00169,0.00596,16.203597710547832,0.6410900000000002
2832,0.63202,0.0004,0.00168,0.00595,16.20932134096484,0.64005
2833,0.63099,0.0004,0.00168,0.00594,16.215044971381847,0.6390100000000001
