,GTR,PR1,x,y
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.007001750437609402,0.0
2,0.0,0.0,0.014003500875218804,0.0
3,1e-05,1e-05,0.021005251312828207,1.9999999999999998e-05
4,1e-05,2e-05,0.028007001750437608,2.9999999999999997e-05
5,2e-05,2e-05,0.03500875218804701,3.9999999999999996e-05
6,3e-05,3e-05,0.042010502625656414,6.000000000000002e-05
7,4e-05,5e-05,0.049012253063265815,8.999999999999999e-05
8,6e-05,6e-05,0.056014003500875216,0.00012000000000000002
9,7e-05,8e-05,0.06301575393848462,0.00015
10,9e-05,0.0001,0.07001750437609403,0.00019
11,0.00011,0.00012,0.07701925481370342,0.00023000000000000006
12,0.00013,0.00014,0.08402100525131283,0.00027
13,0.00015,0.00016,0.09102275568892222,0.00031
14,0.00017,0.00019,0.09802450612653163,0.00036
15,0.0002,0.00022,0.10502625656414102,0.00041999999999999996
16,0.00023,0.00025,0.11202800700175043,0.0004799999999999999
17,0.00025,0.00028,0.11902975743935984,0.0005299999999999999
18,0.00029,0.00032,0.12603150787696923,0.0006100000000000001
19,0.00032,0.00035,0.13303325831457863,0.00067
20,0.00035,0.00039,0.14003500875218805,0.00074
21,0.00039,0.00043,0.14703675918979744,0.00082
22,0.00043,0.00048,0.15403850962740684,0.00091
23,0.00047,0.00052,0.16104026006501623,0.00099
24,0.00051,0.00057,0.16804201050262565,0.00108
25,0.00056,0.00062,0.17504376094023505,0.0011799999999999998
26,0.0006,0.00067,0.18204551137784444,0.00127
27,0.00065,0.00072,0.18904726181545387,0.00137
28,0.0007,0.00078,0.19604901225306326,0.0014800000000000002
29,0.00075,0.00084,0.20305076269067265,0.00159
30,0.0008,0.0009,0.21005251312828205,0.0017
31,0.00086,0.00096,0.21705426356589147,0.0018200000000000002
32,0.00092,0.00102,0.22405601400350086,0.00194
33,0.00098,0.00109,0.23105776444111026,0.00207
34,0.00104,0.00116,0.23805951487871968,0.0021999999999999997
35,0.0011,0.00123,0.24506126531632907,0.0023299999999999996
36,0.00117,0.00131,0.25206301575393847,0.0024799999999999996
37,0.00123,0.00138,0.2590647661915479,0.0026099999999999995
38,0.0013,0.00146,0.26606651662915726,0.0027599999999999994
39,0.00137,0.00154,0.2730682670667667,0.0029099999999999994
40,0.00145,0.00162,0.2800700175043761,0.00307
41,0.00152,0.00171,0.28707176794198547,0.0032300000000000002
42,0.0016,0.0018,0.2940735183795949,0.0034000000000000002
43,0.00168,0.00189,0.3010752688172043,0.0035700000000000003
44,0.00176,0.00198,0.3080770192548137,0.0037399999999999994
45,0.00184,0.00207,0.3150787696924231,0.003909999999999999
46,0.00192,0.00217,0.32208052013003247,0.00409
47,0.00201,0.00227,0.3290822705676419,0.004279999999999999
48,0.0021,0.00237,0.3360840210052513,0.00447
49,0.00219,0.00247,0.3430857714428607,0.004659999999999999
50,0.00228,0.00258,0.3500875218804701,0.00486
51,0.00237,0.00269,0.3570892723180795,0.00506
52,0.00247,0.0028,0.3640910227556889,0.0052699999999999995
53,0.00257,0.00291,0.3710927731932983,0.00548
54,0.00267,0.00303,0.37809452363090773,0.005700000000000001
55,0.00277,0.00314,0.3850962740685171,0.00591
56,0.00288,0.00326,0.3920980245061265,0.0061400000000000005
57,0.00298,0.00339,0.39909977494373594,0.00637
58,0.00309,0.00351,0.4061015253813453,0.006600000000000001
59,0.0032,0.00364,0.41310327581895473,0.006840000000000001
60,0.00331,0.00377,0.4201050262565641,0.00708
61,0.00343,0.0039,0.4271067766941735,0.00733
62,0.00355,0.00404,0.43410852713178294,0.0075899999999999995
63,0.00366,0.00417,0.4411102775693923,0.00783
64,0.00378,0.00431,0.44811202800700173,0.008089999999999998
65,0.00391,0.00445,0.45511377844461115,0.00836
