E	S		S		S		S		S					
MeV	1/MeV		1/MeV		1/MeV		1/MeV		1/MeV					
		GT BW	S-GT BW	GT G	S-GT G	PR1 BW	S-PR1  BW	PR1 G	S-PR1  G	QG	QBW	QT	QE	QG
11.7	1.6	1.75432643959674	-0.154326439596739	1.64967799577564	-0.0496779957756366	0.0415389613730213	-0.195865400969761	0.0703928680895256	-0.120070863865162	7.57955417031586	7.6133238477355	7.71976981823973	7.3965	7.57955417031586
11.8	1.7	1.80391290979113	-0.103912909791134	1.71598392500975	-0.0159839250097513	0.0393928513230965	-0.14330576111423	0.0601407954870616	-0.076124720496813	7.75434948383077	7.7952783630525	7.90376133200283	7.5615	7.75434948383077
11.9	1.62	1.85468319871376	-0.234683198713755	1.78274737247515	-0.162747372475146	0.0374045546627561	-0.272087753376511	0.0511460499844491	-0.213893422459596	7.93483788585594	7.98204425508202	8.09170396853936	7.7275	7.93483788585594
12	1.8	1.90659688153417	-0.106596881534166	1.84981778759987	-0.049817787599866	0.0355593851199902	-0.142156266654156	0.0432969647364241	-0.0931147523362901	8.10227655172367	8.15435607887148	8.26430270192377	7.88059	8.10227655172367
12.1	1.99	1.95960214250538	0.030397857494622	1.91703770048581	0.0729622995141908	0.0338442764403893	-0.00344641894576735	0.0364842336035954	0.0364780659105953	8.31350132396286	8.37053013190479	8.47978467546097	8.08799999999999	8.31350132396286
12.2	2.01	2.01363461007969	-0.00363461007968935	1.98424325501178	0.0257567449882155	0.032247579563129	-0.0358821896428184	0.0306023956959727	-0.00484565070775727	8.51191350229212	8.5724940810509	8.68007697134332	8.28799999999999	8.51191350229212
12.3	1.975	2.06861617517393	-0.0936161751739335	2.05126480183572	-0.0762648018357224	0.0307588876755323	-0.124375062849466	0.0255510085720023	-0.101815810407725	8.71649254042221	8.77975510828019	8.88462758309723	8.48725	8.71649254042221
12.4	2.13	2.12445381510755	0.00554618489244518	2.11792754899477	0.0120724510052308	0.029368885063701	-0.0238227001712558	0.0212355293641632	-0.00916307835893244	8.92728961870406	8.99241393067206	9.09349387491937	8.6925	8.92728961870406
12.5	2.2	2.18103845103852	0.0189615489614807	2.18405226721292	0.0159477327870814	0.0280692162924005	-0.00910766733091977	0.017567928626	-0.00162019583891862	9.12234407883555	9.1884964063389	9.28520341834809	8.887035	9.12234407883555
12.6	2.255	2.23824387237956	0.0167561276204387	2.24945604644513	0.00554395355486959	0.0268523727722846	-0.0100962451518459	0.0144670654997915	-0.00892311194492193	9.36760866761986	9.43427136636766	9.52435589912915	9.13174999999999	9.36760866761986
12.7	2.305	2.29592576751227	0.00907423248773354	2.31395309962153	-0.00895309962153279	0.0257115942182553	-0.0166373617305218	0.0118588550252589	-0.0208119546467917	9.59709995339679	9.66361012815945	9.74641677701925	9.35974999999999	9.59709995339679
12.8	2.365	2.35392090587784	0.0110790941221635	2.37735560901208	-0.0123556090120749	0.0246407828802087	-0.0135616887580453	0.00967625922787143	-0.0220318682399463	9.83274874198728	9.89862351705397	9.97292185799171	9.59324999999999	9.83274874198728
12.9	2.425	2.41204652188038	0.012953478119623	2.43947461011779	-0.0144746101177917	0.0236344287465498	-0.0106809506269268	0.00785913324864521	-0.0223337433664369	10.0744756386194	10.1393406023726	10.2038736421762	9.83274999999999	10.0744756386194
13	2.49	2.47009995557779	0.0199000444222133	2.50012090751639	-0.0101209075163871	0.0226875441904448	-0.00278749976823157	0.00635395642790506	-0.0164748639442921	10.2971411761732	10.3608707459572	10.4155232375603	10.0536325	10.2971411761732
13.1	2.53	2.5278586083647	0.00214139163529614	2.55910601665346	-0.0291060166534569	0.0217956067564426	-0.0196542151211464	0.00511347615667037	-0.0342194928101273	10.5757238598719	10.6379012241985	10.6790580210556	10.3295	10.5757238598719
13.2	2.385	2.58508027321443	-0.200080273214432	2.6162431251826	-0.2312431251826	0.0209545089773895	-0.221034782191821	0.0040962896753684	-0.235339414857969	10.8349661419133	10.8956961569062	10.9232236263128	10.57525	10.8349661419133
13.3	2.66	2.64150389794532	0.0184961020546761	2.67134806712347	-0.011348067123472	0.0201605142740742	-0.00166441221939813	0.00326638602754557	-0.0146144531510176	11.0997299506521	11.1590937544791	11.1717002542278	10.8275	11.0997299506521
13.4	2.57	2.69685083581379	-0.126850835813787	2.72424030283168	-0.154240302831677	0.0194102181274817	-0.146261053941268	0.0025926672402432	-0.15683297007192	11.3698201442224	11.4280049596041	11.4244133510831	11.089	11.3698201442224
13.5	2.84	2.75082662996548	0.0891733700345236	2.77474389756283	0.0652561024371701	0.0187005138299078	0.0704728562046158	0.00204846465035615	0.0632076377868139	11.6172773838849	11.6746422293701	11.6554014457124	11.331235	11.6172773838849
13.6	2.9	2.80312336647164	0.0968766335283564	2.82268849126891	0.0773115087310936	0.0180285622198336	0.0788480713085228	0.00161106324717239	0.0757004454839212	11.9250964647925	11.9818655352943	11.9421616898225	11.6465	11.9250964647925
13.7	3.075	2.8534226146077	0.221577385392297	2.86791025219135	0.207089747808651	0.0173917648891874	0.204185620503109	0.00126124404704076	0.205828503761611	12.2097924884732	12.2664863052727	12.2069572887506	11.94525	12.2097924884732
13.8	2.75	2.90139895273932	-0.15139895273932	2.91025280681441	-0.160252806814407	0.016787740422806	-0.168186693162126	9.82851921911206E-4	-0.161235658736318	12.4988366953508	12.5559614461762	12.4755094273042	12.2365	12.4988366953508
13.9	3.065	2.94672405406006	0.118275945939937	2.94956813881542	0.115431861184576	0.0162143032904999	0.102061642649437	7.62394010518967E-4	0.114669467174057	12.7919401392781	12.8500454252924	12.7476511294973	12.52725	12.7919401392781
14	3.02	2.9890712792706	0.0309287207293969	2.98571744979666	0.0342825502033386	0.0156694450638041	0.0152592756655928	5.88671869555607E-4	0.033693878333783	13.0589524992413	13.1184320340869	12.9954945786369	12.8012775	13.0589524992413
14.1	3.05	3.02812069432874	0.021879305671261	3.01857197480531	0.0314280251946855	0.0151513176736294	0.00672798799763159	4.52448875231483E-4	0.030975576319454	13.389092232257	13.4508932120565	13.3019416893143	13.135	13.389092232257
14.2	3.25	3.06356440226849	0.186435597731508	3.04801374594345	0.201986254056549	0.0146582184627908	0.171777379268717	3.4615305235297E-4	0.201640101004196	13.6924898416067	13.7570032161727	13.5836642832262	13.45	13.6924898416067
14.3	3.04	3.09511205075831	-0.0551120507583049	3.07393629773519	-0.0339362977351949	0.0141885768197472	-0.0693006275780521	2.63614467293238E-4	-0.0341999122024882	13.9986471001676	14.0664168939087	13.8681253370186	13.7645	13.9986471001676
14.4	3.065	3.12249635372309	-0.0574963537230921	3.09624530835156	-0.0312453083515636	0.0137409422076672	-0.0712372959307594	1.99835544834214E-4	-0.0314451438963978	14.307209384336	14.3787333365381	14.1550698429347	14.06975	14.307209384336
14.5	3.05	3.14547844819471	-0.0954784481947053	3.11485917128986	-0.0648591712898585	0.0133139734268268	-0.108792421621532	1.50792124376413E-4	-0.0650099634142349	14.5866711640091	14.6619480583683	14.4152206656616	14.3449925	14.5866711640091
14.6	3.06	3.16385289858227	-0.103852898582275	3.12970949265944	-0.069709492659435	0.0129064289689173	-0.116759327551192	1.13262724198561E-4	-0.0698227553836336	14.93008566865	15.0103465379768	14.7353175161788	14.681	14.93008566865
14.7	2.95	3.17745216133076	-0.227452161330759	3.14074150983351	-0.190741509833508	0.0125171583396036	-0.239969319670363	8.46832991503069E-5	-0.190826193132658	15.2436497420543	15.3287269297605	15.0280437973058	14.9815	15.2436497420543
14.8	3.065	3.18615033436477	-0.121150334364772	3.14791442788087	-0.0829144278808709	0.0121450942410143	-0.133295428605786	6.30247248108223E-5	-0.0829774526056817	15.5581218433336	15.6481849250462	15.3221034150941	15.28225	15.5581218433336
14.9	3.3	3.18986603786459	0.110133962135409	3.15120167088518	0.148798329114818	0.0117892455191373	0.0983447166162716	4.66902898068754E-5	0.148751638825011	15.8731152247266	15.9682276413876	15.6171854102633	15.6005	15.8731152247266
15	3.475	3.18856430493896	0.286435695061044	3.15059104598513	0.324408954014868	0.0114486907926136	0.274987004268431	3.44306010236365E-5	0.324374523413844	16.1567336146676	16.2563538057425	15.8833721220575	15.9045875	16.1567336146676
15.1	3.285	3.18225740088405	0.102742599115949	3.14608481871854	0.138915181281463	0.0111225726894348	0.0916200264265137	2.52734808807003E-5	0.138889907800582	16.5031099052368	16.6080707842693	16.2091490928563	16.27725	16.5031099052368
15.2	3.21	3.17100453540832	0.0389954645916823	3.13769969901879	0.0723003009812078	0.0108100926267567	0.0281853719649256	1.84666424485992E-5	0.0722818343387592	16.8173331957397	16.9268746428584	16.5053921537314	16.602	16.8173331957397
15.3	3.26	3.15491048036409	0.105089519635913	3.12546673798484	0.13453326201516	0.0105105060766328	0.0945790135592806	1.34311513436435E-5	0.134519830863816	17.1305246793565	17.2442794505435	16.8013849962034	16.9255	17.1305246793565
15.4	3.065	3.13412315281623	-0.0691231528162253	3.1094311363171	-0.0444311363171019	0.0102231182670962	-0.0793462710833214	9.72391083517308E-6	-0.0444408602279371	17.442301870267	17.5598093964354	17.0968138408733	17.24175	17.442301870267
15.5	3	3.1088302664397	-0.108830266439695	3.08965196607322	-0.0896519660732249	0.00994728027380881	-0.118777546713504	7.0076292323623E-6	-0.0896589737024573	17.7213801471604	17.8418035150943	17.3619632564997	17.5149675	17.7213801471604
15.6	3.025	3.07925519043065	-0.0542551904306485	3.06620180814058	-0.0412018081405843	0.00968238546257055	-0.0639375758932191	5.02693981972687E-6	-0.041206835080404	18.0601106971529	18.1834289695138	17.6847578204448	17.84625	18.0601106971529
15.7	3.44	3.04565218218003	0.394347817819966	3.03916630853897	0.400833691461027	0.0094278662474242	0.384919951572542	3.58953902462294E-6	0.400830101922002	18.365408722585	18.4906653866303	17.9766849153376	18.1695	18.365408722585
15.8	3	3.00830117659594	-0.00830117659593999	3.00864365734909	-0.00864365734908734	0.00918319113300054	-0.0174843677289405	2.55138557099649E-6	-0.00864620873465834	18.6678278574064	18.7943266924164	18.2668756247286	18.4915	18.6678278574064
15.9	2.765	2.96750232080122	-0.202502320801218	2.97474399470284	-0.20974399470284	0.0089478620131807	-0.211450182814398	1.80516096481275E-6	-0.209745799863805	18.967024831805	19.0940539110815	18.5550667120882	18.77975	18.967024831805
16	2.69	2.92357043849444	-0.233570438494443	2.93758874886343	-0.247588748863433	0.00872141170117821	-0.242291850195621	1.27132970620469E-6	-0.24759002019314	19.23327275869	19.360172825091	18.8125234536617	19.0255625	19.23327275869
16.1	2.89	2.87682959481517	0.0131704051848325	2.89730991196034	-0.00730991196033992	0.00850340166881203	0.00466700351602045	8.91256846202633E-7	-0.00731080321718612	19.5544381899363	19.6804251100719	19.1244727659904	19.3315	19.5544381899363
16.2	2.84	2.82760791191865	0.0123920880813495	2.85404925942145	-0.0140492594214514	0.00829341997509772	0.00409866810625179	6.21942142771752E-7	-0.0140498813635942	19.8134674355102	19.9381245631259	19.3772903508617	19.589575	19.8134674355102
16.3	2.815	2.77623275977629	0.0387672402237085	2.80795751955697	0.00704248044302913	0.00809107936636853	0.03067616085734	4.32015685123378E-7	0.00704204842734401	20.1251533185642	20.2475399507509	19.683113556483	19.90075	20.1251533185642
16.4	2.87	2.72302641819231	0.146973581807695	2.75919350009352	0.110806499906482	0.00789601553198441	0.139077566275711	2.98711172840788E-7	0.110806201195309	20.4035322774928	20.5233191601276	19.9579133718723	20.185	20.4035322774928
16.5	2.315	2.6683022767572	-0.353302276757199	2.70792317872918	-0.392923178729182	0.00770788550132343	-0.361010162258522	2.05591825053387E-7	-0.392923384321007	20.6498027030683	20.7668919392238	20.2024708084704	20.4208225	20.6498027030683
16.6	2.51	2.61236161125584	-0.102361611255844	2.65431876497935	-0.144318764979346	0.00752636616920416	-0.109887977425048	1.4085187716421E-7	-0.144318905831223	20.9450387574224	21.0584868512511	20.4976613651596	20.6855	20.9450387574224
16.7	2.435	2.55549094934105	-0.120490949341053	2.59855774070749	-0.163557740707494	0.00735115293817975	-0.127842102279232	9.6055416505043E-8	-0.16355783676291	21.1816857239951	21.2919754454035	20.7360323144905	20.9083625	21.1816857239951
16.8	2.55	2.49796001607572	0.0520399839242764	2.54082188678512	0.0091781132148796	0.00718195846729486	0.0448580254569816	6.52053908342059E-8	0.00917804800948877	21.4646841648051	21.5710393726182	21.0234013916308	21.182	21.4646841648051
16.9	2.66	2.44002023181932	0.219979768180683	2.48129630330101	0.178703696698987	0.00701851151792239	0.212961256662761	4.40603119802108E-8	0.178703652638675	21.7158040745882	21.818653683285	21.2807561265577	21.4425	21.7158040745882
17	2.435	2.38190372109053	0.0530962789094707	2.42016843064398	0.0148315693560224	0.00686055588821139	0.0462357230212593	2.9635622647875E-8	0.0148315397203997	21.936657174127	22.0365301609922	21.5091421602586	21.6727875	21.936657174127
17.1	2.25	2.32382278136901	-0.0738227813690084	2.35762707861759	-0.107627078617589	0.00670784942849591	-0.0805306307975043	1.98418867831576E-8	-0.107627098459476	22.1997904147888	22.2964136757135	21.7840536890496	21.9315	22.1997904147888
17.2	2.1	2.26596975496182	-0.165969754961815	2.29386147051345	-0.193861470513451	0.00656016313074489	-0.17252991809256	1.32237399761573E-8	-0.193861483737191	22.4094034179375	22.5038123533456	22.0054820289082	22.127925	22.4094034179375
17.3	2.19	2.20851724455817	-0.0185172445581689	2.22906030877541	-0.0390603087754098	0.00641728028578896	-0.0249345248439579	8.77259454283812E-9	-0.0390603175480043	22.6585280221323	22.7509388478473	22.2718018916313	22.3635	22.6585280221323
17.4	2.22	2.1516186133484	0.068381386651605	2.16341086853547	0.0565891314645346	0.00627899570264633	0.0621023909489587	5.79300944304659E-9	0.0565891256715252	22.8781578128656	22.9695780014803	22.5097708654534	22.584	22.8781578128656
17.5	1.935	2.09540871298672	-0.160408712986719	2.09709812489826	-0.162098124898257	0.00614511498479728	-0.166553827971516	3.8078763568056E-9	-0.162098128706134	23.070183718962	23.1615032409889	22.7205641916003	22.7722575	23.070183718962
17.6	2	2.0400047866526	-0.0400047866525965	2.03030391940085	-0.0303039194008519	0.00601545385873013	-0.0460202405113267	2.49151704568574E-9	-0.0303039218923689	23.2975613139677	23.389921290282	22.9738558611329	22.9885	23.2975613139677
17.7	2.175	1.98550749948554	0.189492500514455	1.96320617058411	0.211793829415887	0.00588983755050695	0.183602662963948	1.62273390367808E-9	0.211793827793154	23.4775729466216	23.5718455821087	23.1775499270273	23.1755875	23.4775729466216
17.8	2.115	1.93200205428196	0.182997945718039	1.89597813308795	0.219021866912051	0.00576810020648114	0.177229845511558	1.05204224618402E-9	0.219021865860009	23.6901981896285	23.7882393506245	23.4222003212996	23.41175	23.6901981896285
17.9	2.06	1.87955935617848	0.180440643821517	1.82878770913189	0.231212290868112	0.00565008435464419	0.174790559466873	6.78924486467047E-10	0.231212290189187	23.8764354940912	23.9793818337721	23.6405265740304	23.6205	23.8764354940912
18	1.8	1.82823719581618	-0.0282371958161816	1.76179681567137	0.0382031843286259	0.00553564040339056	-0.0337728362195721	4.3612621040088E-10	0.0382031838924997	24.0383110267663	24.1469605550326	23.8337255457266	23.79537	24.0383110267663
18.1	1.69	1.77808142597137	-0.0880814259713691	1.69516080993633	-0.00516080993632606	0.00542462617477143	-0.0935060521461406	2.78872266129014E-10	-0.00516081021519833	24.228806753824	24.3461806185111	24.065664721855	23.988	24.228806753824
18.2	1.835	1.72912711170662	0.105872888293377	1.62902797546798	0.205972024532015	0.00531690646956223	0.100555981823815	1.77501033674951E-10	0.205972024354514	24.3786882370223	24.5047015836533	24.2520433807904	24.1459725	24.3786882370223
18.3	1.865	1.68139963865198	0.183600361348023	1.56353907018018	0.301460929819817	0.00521235266169908	0.178388008686324	1.12460204764524E-10	0.301460929707357	24.5546339292745	24.6931155241539	24.4757550188794	24.34925	24.5546339292745
18.4	1.76	1.63491576802835	0.125084231971654	1.49882693738799	0.261173062612011	0.00511084231984816	0.119973389651806	7.0924988826157E-11	0.261173062541086	24.7077452946081	24.8594395181059	24.6752886720459	24.5305	24.7077452946081
18.5	1.735	1.58968463046549	0.145315369534515	1.4350161801763	0.299983819823701	0.00501225885406052	0.140303110680454	4.4524813074565E-11	0.299983819779176	24.8400476746977	25.0051980951415	24.8517918163277	24.6878875	24.8400476746977
18.6	1.825	1.54570865356347	0.279291346436534	1.37222289892939	0.45277710107061	0.00491649118563676	0.274374855250898	2.78232178626997E-11	0.452777101042787	24.9947826256545	25.1784257470293	25.0636265377466	24.88325	24.9947826256545
18.7	1.64	1.50298442053479	0.137015579465209	1.31055449131457	0.32944550868543	0.00482343343848154	0.132192146026727	1.73067304887356E-11	0.329445508668124	25.1157756833264	25.3162399475425	25.2338172580676	25.0400075	25.1157756833264
18.8	1.645	1.46150345919054	0.183496540809458	1.250109513514	0.394890486486003	0.00473298465036946	0.178763556159089	1.07158130335118E-11	0.394890486475287	25.2569345186155	25.4800336445399	25.4380783086891	25.22075	25.2569345186155
18.9	1.835	1.42125296204997	0.413747037950035	1.19097760103255	0.644022398967452	0.00464504850267278	0.409101989447362	6.6044650636464E-12	0.644022398960847	25.3789776951664	25.6246325082955	25.6202604354131	25.39475	25.3789776951664
19	1.55	1.38221643951219	0.167783560487808	1.13323944697984	0.416760553020165	0.0045595330672185	0.163224027420589	4.05184281772069E-12	0.416760553016113	25.4838158001387	25.7513712003959	25.7814237893442	25.5483575	25.4838158001387
19.1	1.625	1.34437430888396	0.280625691116045	1.07696683533455	0.548033164665446	0.00447635056904925	0.276149340546995	2.47440027099009E-12	0.548033164662972	25.6056746899221	25.9020322127365	25.9748724612463	25.72275	25.6056746899221
19.2	1.655	1.30770442265717	0.347295577342828	1.02222272635114	0.632777273648861	0.00439541716396005	0.342900160178868	1.50414513130961E-12	0.632777273647357	25.71062132096	26.0350723136729	26.1474375726805	25.88675	25.71062132096
19.3	1.69	1.27218253982058	0.417817460179416	0.969061390964617	0.720938609035383	0.00431665272977148	0.413500807449645	9.10147860952514E-13	0.720938609034473	25.8101722674505	26.1644950231427	26.3169321377104	26.054	25.8101722674505
19.4	1.35	1.23778274421025	0.112217255789746	0.917528590790366	0.432471409209634	0.00423998067038172	0.107977275119364	5.48196913334315E-13	0.432471409209086	25.904488164181	26.2904140714151	26.4834232588343	26.206	25.904488164181
19.5	1.535	1.20447781398989	0.330522186010109	0.867661800101954	0.667338199898046	0.00416532773171344	0.326356858278396	3.28672706989344E-13	0.667338199897717	25.9850326336989	26.4008374351512	26.6307523009834	26.3349925	25.9850326336989
19.6	1.44	1.17223954633406	0.267760453665936	0.819490466002484	0.620509533997516	0.00409262382874018	0.263667829837196	1.9615217146882E-13	0.62050953399732	26.0780773304859	26.5321826554917	26.8076603931203	26.499	26.0780773304859
19.7	1.45	1.14103904129071	0.308960958709286	0.773036302882096	0.676963697117904	0.00402180188283838	0.304939156826447	1.16526585693816E-13	0.676963697117787	26.1576894322989	26.6482458912968	26.9655369294804	26.6435	26.1576894322989
19.8	1.675	1.11084694864537	0.564153051354632	0.728313617175778	0.946686382824222	0.00395279766876883	0.560200253685864	6.89063658225204E-14	0.946686382824153	26.2327426033018	26.7612327258438	27.1206707990318	26.79975	26.2327426033018
19.9	1.49	1.08163368141552	0.408366318584475	0.685329658399577	0.804670341600423	0.00388554967064319	0.404480768913832	4.05598268318445E-14	0.804670341600382	26.3034104104223	26.8712427012733	27.2731246095349	26.958	26.3034104104223
